Order_ID,Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Country,State,City,Category,Sub_Category,Product,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Shipping_Cost,Sales,Cost,Profit,Payment_Method,Order_Status,Order_Date,Delivery_Date,Customer_Rating
ORD-1031023,CUST-31620,Sophia Brown,Female,,New,India,Karnataka,Bengaluru,Electronics,Mobile,Smartwatch,74391.7,2,20.0,29756.68,289.34,119316.06,121847.81,-2531.75,Net Banking,Delivered,2023-04-21,2023-04-27,4.3
ORD-1031024,CUST-10508,Olivia Thomas,Male,30.0,Regular,India,Gujarat,Ahmedabad,Electronics,Wearable,Smartphone,90245.68,3,5.0,13536.85,137.61,257337.8,232869.28,24468.52,Net Banking,Delivered,2023-08-16,2023-08-20,5.0
ORD-1031025,CUST-13527,Aarav Wilson,Female,23.0,New,United Kingdom,England,London,Home & Kitchen,Furniture,Storage Box,7998.45,1,5.0,399.92,294.75,7893.28,6383.24,1510.04,UPI,Delivered,2026-01-19,2026-01-24,4.3
ORD-1031026,CUST-26799,Emma Patel,Male,49.0,Premium,United States,New York,New York,Home & Kitchen,Home Decor,Storage Box,4726.12,3,10.0,1417.84,166.42,12926.94,10813.64,2113.3,Wallet,Delivered,2023-08-03,2023-08-11,3.9
ORD-1031027,CUST-21054,Neha Anderson,Female,27.0,Regular,India,Telangana,Hyderabad,Electronics,Wearable,Smartwatch,63577.53,1,10.0,6357.75,133.25,57353.03,57406.98,-53.95,Net Banking,Delivered,2024-10-04,2024-10-08,5.0
ORD-1031028,CUST-11785,Ananya Gupta,Female,66.0,Premium,India,Telangana,Hyderabad,Electronics,Computer,Bluetooth Speaker,19497.9,3,20.0,11698.74,242.46,47037.42,46448.88,588.54,Cash on Delivery,Returned,2025-07-25,,4.6
ORD-1031029,CUST-31914,Aarav Gupta,Female,64.0,Regular,United States,California,Los Angeles,Sports,Outdoor,Tennis Racket,414.44,1,5.0,20.72,184.9,578.62,379.11,199.51,Credit Card,Delivered,2026-06-16,2026-06-25,4.0
ORD-1031030,CUST-22532,Arjun Johnson,Male,26.0,Premium,United States,Illinois,Chicago,Fashion,Footwear,Shoes,699.73,1,0.0,0.0,273.62,973.35,687.02,286.33,Wallet,Returned,2023-05-22,2023-05-30,4.1
ORD-1031031,CUST-13162,Emma Smith,Male,31.0,New,United Kingdom,England,Birmingham,Books,Fiction,Science Book,256.64,1,20.0,51.33,278.67,483.98,340.06,143.92,Net Banking,Delivered,2025-05-01,2025-05-09,5.0
ORD-1031032,CUST-25273,James Taylor,Male,35.0,Regular,India,West Bengal,Kolkata,Sports,Fitness,Running Shoes,4324.31,5,5.0,1081.08,55.97,20596.44,18606.13,1990.31,Cash on Delivery,Delivered,2024-12-06,2024-12-09,4.3
ORD-1031033,CUST-25593,Saurabh Das,Female,48.0,Regular,Australia,Victoria,Melbourne,Home & Kitchen,Home Decor,Cookware Set,2209.13,1,15.0,331.37,115.15,1992.91,1925.72,67.19,Debit Card,Returned,2026-03-23,2026-03-31,4.0
ORD-1031034,CUST-14617,Olivia Brown,Male,44.0,VIP,India,Tamil Nadu,Chennai,Electronics,Wearable,Tablet,60180.42,1,40.0,24072.17,186.93,36295.18,48641.78,-12346.6,Debit Card,Delivered,2025-05-30,2025-06-05,3.8
ORD-1031035,CUST-29921,Olivia Thomas,Male,37.0,New,India,Maharashtra,Mumbai,Electronics,Wearable,Bluetooth Speaker,77544.73,1,5.0,3877.24,184.33,73851.82,63896.46,9955.36,Cash on Delivery,Delivered,2023-04-08,2023-04-09,
ORD-1031036,CUST-20483,Sophia Smith,Female,41.0,New,India,Telangana,Hyderabad,home & kitchen,Furniture,Table Lamp,18550.73,1,15.0,2782.61,164.06,15932.18,13025.8,2906.38,Credit Card,Delivered,2023-01-26,2023-01-29,
ORD-1031037,CUST-11390,Aarav Sharma,Female,31.0,New,India,Gujarat,Ahmedabad,Books,Fiction,Novel,1787.23,4,40.0,2859.57,213.17,4502.52,5509.4,-1006.88,Wallet,Delivered,2025-09-01,2025-09-10,3.6
ORD-1031038,CUST-26881,Aisha Thomas,Male,49.0,Premium,India,Karnataka,Bengaluru,Grocery,Household,Cooking Oil,1854.56,3,20.0,1112.74,31.44,4482.38,5211.18,-728.8,Credit Card,Delivered,2025-01-18,2025-01-21,5.0
ORD-1031039,CUST-27771,Priya Thomas,Female,19.0,Regular,India,Maharashtra,Mumbai,Books,Fiction,Novel,2160.49,1,10.0,216.05,113.22,2057.66,1667.25,390.41,Wallet,Delivered,2024-10-04,2024-10-11,2.8
ORD-1031040,CUST-27053,Aisha Thomas,Female,60.0,Premium,Canada,Alberta,Calgary,Electronics,Audio,Bluetooth Speaker,,4,15.0,54823.65,246.55,310913.9,288021.03,22892.87,Debit Card,Returned,2024-01-23,2024-01-29,3.9
ORD-1031041,CUST-23337,Sophia Reddy,Male,51.0,Regular,India,Tamil Nadu,Chennai,Electronics,Audio,Tablet,22738.0,2,10.0,4547.6,261.47,41189.87,41598.06,-408.19,Cash on Delivery,Delivered,2025-05-31,2025-06-06,4.9
ORD-1031042,CUST-22761,Vivaan Das,Male,58.0,Regular,India,Karnataka,Bengaluru,Electronics,Computer,Smartwatch,83587.68,2,30.0,50152.61,80.84,117103.59,151935.52,-34831.93,Net Banking,Delivered,2023-10-31,2023-11-04,3.6
ORD-1031043,CUST-29757,Rohan Brown,Female,40.0,Regular,United Kingdom,England,Birmingham,Sports,Fitness,Yoga Mat,382.07,1,15.0,57.31,304.84,629.6,513.8,115.8,Credit Card,Delivered,2026-08-09,2026-08-17,4.6
ORD-1031044,CUST-12070,Arjun Kumar,Female,55.0,Regular,India,Tamil Nadu,Chennai,Home & Kitchen,Furniture,Bedsheet,16325.79,1,5.0,816.29,164.96,15674.46,13139.59,2534.87,Net Banking,Returned,2023-08-10,2023-08-14,3.8
ORD-1031045,CUST-11267,Aarav Reddy,Female,52.0,VIP,India,Delhi,Delhi,Fashion,Men,Shoes,,1,5.0,343.39,135.5,6659.88,4544.39,2115.49,Credit Card,Delivered,2024-10-26,2024-11-03,4.0
ORD-1031046,CUST-33783,Arjun Das,Male,60.0,New,India,Karnataka,Bengaluru,Fashion,Footwear,Jacket,5762.6,1,10.0,576.26,58.32,5244.66,4971.21,273.45,Credit Card,Delivered,2023-07-06,2023-07-11,3.7
ORD-1031047,CUST-13778,Aisha Reddy,Male,58.0,New,United States,Texas,Houston,Sports,Outdoor,Dumbbell Set,11479.55,1,5.0,573.98,262.66,11168.23,8443.34,2724.89,Debit Card,Delivered,2024-08-19,2024-08-25,3.2
ORD-1031048,CUST-21272,Arjun Patel,Male,61.0,Regular,India,Maharashtra,Mumbai,Electronics,Audio,Headphones,88995.08,2,0.0,0.0,90.3,178080.46,141330.17,36750.29,,Delivered,2023-09-05,2023-09-09,
ORD-1031049,CUST-33687,Rohan Wilson,Female,52.0,Regular,India,Maharashtra,Pune,Beauty,Skincare,Perfume,5032.11,1,20.0,1006.42,2.04,4027.73,3486.06,541.67,Net Banking,Delivered,2023-03-19,2023-03-22,3.2
ORD-1031050,CUST-30292,Priya Brown,Female,55.0,New,India,Maharashtra,Pune,Electronics,Audio,Headphones,52968.53,1,5.0,2648.43,31.13,50351.23,46917.77,3433.46,Wallet,Delivered,2023-01-23,2023-01-29,2.5
ORD-1031051,CUST-18569,Aarav Gupta,Male,59.0,Regular,Australia,Victoria,Melbourne,Electronics,Audio,Tablet,32510.49,1,10.0,3251.05,129.04,29388.48,26637.06,2751.42,Net Banking,Delivered,2023-07-30,2023-08-01,4.5
ORD-1031052,CUST-21313,Noah Johnson,Female,65.0,VIP,India,West Bengal,Kolkata,Electronics,Audio,Smartphone,5405.32,4,20.0,4324.26,60.34,17357.36,17410.33,-52.97,Cash on Delivery,Delivered,2025-01-17,2025-01-20,
ORD-1031053,CUST-27469,Arjun Johnson,Female,55.0,New,India,West Bengal,Kolkata,Books,Education,Textbook,2877.63,1,20.0,575.53,92.39,2394.49,2364.79,29.7,,Delivered,2023-05-22,2023-05-26,3.6
ORD-1031054,CUST-28759,Saurabh Thomas,Male,65.0,Premium,India,Delhi,Delhi,Electronics,,Smartwatch,92100.26,5,30.0,138150.39,0.0,322350.91,388186.01,-65835.1,Debit Card,Delivered,2024-05-24,2024-05-31,5.0
ORD-1031055,CUST-11505,Aarav Das,Male,61.0,Regular,India,West Bengal,Kolkata,Fashion,Accessories,T-Shirt,694.49,1,10.0,69.45,197.93,822.97,547.49,275.48,Debit Card,Cancelled,2025-02-06,2025-02-11,
ORD-1031056,CUST-16279,Ava Wilson,Male,57.0,Premium,India,Maharashtra,Pune,Sports,Team Sports,Cricket Bat,7423.52,1,5.0,371.18,116.74,7169.08,6102.72,1066.36,Credit Card,Delivered,2024-05-10,2024-05-14,3.6
ORD-1031057,CUST-20286,Ava Smith,Male,67.0,Regular,India,Tamil Nadu,Chennai,Electronics,Computer,Bluetooth Speaker,28094.03,1,10.0,2809.4,11.25,25295.88,25077.25,218.63,Debit Card,Delivered,2025-01-08,2025-01-16,2.6
ORD-1031058,CUST-33367,Kavya Taylor,Male,46.0,Regular,Canada,Alberta,Calgary,Electronics,Computer,Headphones,13712.77,2,5.0,1371.28,227.4,26281.66,21606.62,4675.04,Wallet,Delivered,2025-08-06,2025-08-11,4.2
ORD-1031059,CUST-21110,Aarav Anderson,Female,43.0,Regular,United Kingdom,England,Birmingham,Sports,Fitness,Football,10697.31,2,-5.0,0.0,97.57,21492.19,16573.81,4918.38,Cash on Delivery,Delivered,2026-03-06,2026-03-13,5.0
ORD-1031060,CUST-24954,Ava Anderson,Female,28.0,New,Australia,New South Wales,Sydney,Books,Education,Children Book,2254.57,3,20.0,1352.74,159.75,5570.72,5907.5,-336.78,Cash on Delivery,Delivered,2023-08-16,2023-08-22,5.0
ORD-1031061,CUST-15968,James Johnson,Female,39.0,Premium,United States,California,Los Angeles,Electronics,Audio,Smartphone,60863.57,1,,0.0,307.36,61170.93,52330.82,8840.11,Credit Card,Delivered,2023-11-27,2023-12-05,3.7
ORD-1031062,CUST-32952,Ava Patel,Male,64.0,Regular,Australia,Victoria,Melbourne,Beauty,Haircare,Makeup Kit,10071.61,2,5.0,1007.16,313.6,19449.66,15008.01,4441.65,Cash on Delivery,Delivered,2023-09-16,2023-09-22,
ORD-1031063,CUST-24426,Liam Taylor,Male,52.0,New,United States,Texas,Houston,Electronics,Audio,Bluetooth Speaker,24060.6,1,25.0,6015.15,149.07,18194.52,19400.19,-1205.67,UPI,Delivered,2026-03-20,2026-03-27,3.7
ORD-1031064,CUST-11822,Vivaan Singh,Male,32.0,Regular,India,Maharashtra,Mumbai,Books,Non-Fiction,Business Book,715.43,2,0.0,0.0,61.72,1492.58,1182.84,309.74,Cash on Delivery,Delivered,2023-04-17,2023-04-24,3.2
ORD-1031065,CUST-15143,William Patel,Male,42.0,Premium,India,Maharashtra,Pune,Fashion,Women,Jeans,4154.08,2,15.0,1246.22,17.24,7079.18,7025.18,54.0,Wallet,Delivered,2024-01-26,2024-01-31,4.1
ORD-1031066,CUST-21992,Liam Gupta,Male,21.0,Regular,United States,California,Los Angeles,Books,Education,Children Book,613.73,2,10.0,122.75,245.5,1350.21,1051.09,299.12,Debit Card,Delivered,2026-03-18,2026-03-25,3.9
ORD-1031067,CUST-19632,James Thomas,Male,44.0,VIP,India,Maharashtra,Mumbai,Grocery,Food,Cooking Oil,639.38,2,5.0,63.94,266.47,1481.29,1258.41,222.88,Debit Card,Delivered,2025-09-01,2025-09-06,3.8
ORD-1031068,CUST-32051,Aisha Johnson,Male,49.0,Premium,Canada,Alberta,Calgary,Home & Kitchen,Kitchen,Table Lamp,1923.33,3,15.0,865.5,300.42,5204.91,5022.87,182.04,Net Banking,Delivered,2026-02-09,2026-02-18,3.3
ORD-1031069,CUST-13866,Aarav Wilson,Male,23.0,Premium,India,Delhi,Delhi,Electronics,Wearable,Headphones,7939.29,1,20.0,1587.86,72.22,6423.65,7086.28,-662.63,Net Banking,Delivered,2023-10-08,2023-10-15,3.3
ORD-1031070,CUST-23924,Ananya Gupta,Female,54.0,Regular,United Kingdom,England,Manchester,Electronics,Computer,Headphones,88062.19,3,20.0,52837.31,273.27,211622.53,212051.3,-428.77,Cash on Delivery,Delivered,2024-06-07,2024-06-16,3.7
ORD-1031071,CUST-24762,Emma Brown,Male,48.0,Regular,India,Gujarat,Ahmedabad,Fashion,Footwear,Handbag,7318.74,1,0.0,0.0,139.18,7457.92,5395.25,2062.67,Debit Card,Delivered,2025-02-16,2025-02-22,4.7
ORD-1031072,CUST-21195,,Male,48.0,Premium,India,Delhi,Delhi,Electronics,Mobile,Bluetooth Speaker,17187.8,4,,3437.56,55.69,65369.33,57541.06,7828.27,Credit Card,Delivered,2025-09-21,2025-09-23,4.0
ORD-1031073,CUST-27863,Arjun Singh,Female,23.0,New,India,Delhi,Delhi,Beauty,Haircare,Hair Dryer,9900.8,1,5.0,495.04,208.04,9613.8,7464.65,2149.15,Net Banking,Delivered,2025-03-09,2025-03-17,3.2
ORD-1031074,CUST-11057,Arjun Brown,Male,45.0,New,India,West Bengal,Kolkata,Fashion,Accessories,Jacket,4635.0,1,10.0,463.5,98.64,4270.14,3508.19,761.95,,Delivered,2023-06-22,2023-06-28,4.5
ORD-1031075,CUST-22885,Aarav Sharma,Male,70.0,Regular,India,Gujarat,Ahmedabad,Electronics,Computer,Smartphone,76586.69,1,15.0,11488.0,113.01,65211.7,68467.42,-3255.72,Debit Card,Cancelled,2025-10-14,2025-10-20,4.2
ORD-1031076,CUST-19780,Priya Das,Female,,Premium,United Kingdom,England,Liverpool,Electronics,Wearable,Laptop,71701.87,4,10.0,28680.75,236.55,258363.28,233337.8,25025.48,Debit Card,Delivered,2023-02-27,2023-03-07,2.8
ORD-1031077,CUST-19358,Aisha Taylor,Male,62.0,VIP,United States,,Phoenix,Fashion,Women,Dress,2727.65,1,5.0,136.38,214.23,2805.5,2315.55,489.95,Credit Card,Delivered,2024-10-17,2024-10-24,3.6
ORD-1031078,CUST-31792,Priya Patel,Male,52.0,VIP,India,Maharashtra,Pune,Electronics,Wearable,Smartwatch,22805.32,1,30.0,6841.6,94.17,16057.89,20061.44,-4003.55,UPI,Delivered,2024-04-26,2024-05-02,3.4
ORD-1031079,CUST-14020,Aditya Das,Female,28.0,Premium,Canada,British Columbia,Vancouver,Grocery,Food,Rice Pack,2501.81,1,30.0,750.54,215.51,1966.78,2253.5,-286.72,Net Banking,Delivered,2026-06-30,2026-07-06,3.4
ORD-1031080,CUST-14569,James Anderson,Female,51.0,Premium,United States,California,Los Angeles,Books,Non-Fiction,Novel,2566.08,2,25.0,1283.04,165.09,4014.21,4626.69,-612.48,Cash on Delivery,Delivered,2025-03-31,2025-04-10,4.8
ORD-1031081,CUST-31692,Sophia Wilson,Male,58.0,Regular,United States,Arizona,Phoenix,Beauty,Skincare,Face Cream,7730.99,2,20.0,3092.4,185.73,12555.31,10069.68,2485.63,Net Banking,Delivered,2023-10-05,2023-10-13,2.2
ORD-1031082,CUST-30690,Neha Kumar,Female,41.0,Regular,India,Maharashtra,Mumbai,Fashion,Women,Jacket,4546.76,5,5.0,1136.69,115.57,21712.68,18215.7,3496.98,Credit Card,Delivered,2024-08-23,2024-08-29,3.3
ORD-1031083,CUST-32700,Aditya Reddy,Male,26.0,Regular,Australia,Victoria,Melbourne,Sports,Outdoor,Running Shoes,9231.1,2,15.0,2769.33,210.65,15903.52,15462.68,440.84,Cash on Delivery,Returned,2024-12-23,2024-12-28,4.8
ORD-1031084,CUST-25265,Ananya Taylor,Male,22.0,New,India,Maharashtra,Pune,Electronics,Wearable,Headphones,52965.46,1,25.0,13241.36,119.69,39843.79,48637.65,-8793.86,Cash on Delivery,Delivered,2026-01-26,,4.2
ORD-1031085,CUST-21157,Vivaan Smith,Female,50.0,Premium,Australia,Queensland,Brisbane,Books,Non-Fiction,Biography,3197.89,1,0.0,0.0,292.49,3490.38,2544.21,946.17,UPI,Delivered,2026-01-07,2026-01-14,4.5
ORD-1031086,CUST-34346,,Female,26.0,Regular,India,Delhi,Delhi,Fashion,Footwear,Dress,1879.7,1,,93.98,104.42,1890.14,1627.96,262.18,UPI,Delivered,2023-08-18,2023-08-22,
ORD-1031087,CUST-11237,Liam Anderson,Female,43.0,New,United Kingdom,England,London,Sports,Fitness,Football,714.92,5,15.0,536.19,268.12,3306.53,2694.47,612.06,Credit Card,Delivered,2024-12-24,2024-12-27,2.9
ORD-1031088,CUST-25089,Aarav Brown,Male,42.0,Premium,India,West Bengal,Kolkata,Beauty,Skincare,Hair Dryer,1245.51,3,5.0,186.83,161.37,3711.07,2577.26,1133.81,Wallet,Delivered,2026-05-08,2026-05-11,4.5
ORD-1031089,CUST-27858,Aisha Gupta,Female,37.0,Premium,United States,California,Los Angeles,Fashion,Men,Jeans,6707.56,3,5.0,1006.13,238.47,19355.02,13379.6,5975.42,Credit Card,Returned,2023-06-10,2023-06-20,4.6
ORD-1031090,CUST-31255,William Thomas,Female,35.0,Regular,India,Telangana,,Home & Kitchen,Home Decor,Bedsheet,2367.97,2,,710.39,262.86,4288.41,4180.48,107.93,Cash on Delivery,Delivered,2025-03-20,,4.6
ORD-1031091,CUST-28543,Aditya Sharma,Male,50.0,Regular,Canada,Quebec,Montreal,Fashion,Men,Handbag,6916.13,1,20.0,1383.23,263.46,5796.36,5574.88,221.48,UPI,Delivered,2025-09-27,,3.1
ORD-1031092,CUST-26290,Sophia Singh,Male,58.0,Premium,Canada,Alberta,Calgary,Fashion,Accessories,Handbag,2108.19,3,10.0,632.46,205.88,5897.99,4829.36,1068.63,Debit Card,Delivered,2024-10-07,2024-10-15,5.0
ORD-1031093,CUST-28522,,Female,69.0, New ,India,West Bengal,Kolkata,Home & Kitchen,Furniture,Mixer,580.33,5,10.0,290.17,69.15,2680.63,2434.86,245.77,Credit Card,Delivered,2026-08-04,,4.1
ORD-1031094,CUST-11524,Emma Smith,Female,67.0,Premium,Canada,Ontario,Toronto,Grocery,Beverages,Dry Fruits,2895.87,2,10.0,579.17,272.29,-5484.86,5140.19,344.67,Net Banking,Delivered,2023-03-24,2023-03-31,4.3
ORD-1031095,CUST-32400,Sophia Singh,Male,60.0,Regular,United States,California,Los Angeles,Grocery,Beverages,Dry Fruits,2754.81,1,20.0,550.96,305.47,2509.32,2682.71,-173.39,UPI,Delivered,2025-11-12,2025-11-21,
ORD-1031096,CUST-18120,Kavya Brown,Female,52.0,Regular,Australia,Victoria,Melbourne,Grocery,Food,Coffee,,1,10.0,29.06,181.55,443.06,388.68,54.38,Wallet,Delivered,2025-09-02,2025-09-08,3.4
ORD-1031097,CUST-14972,,Male,62.0,Regular,Canada,British Columbia,Vancouver,Grocery,Household,Rice Pack,2739.57,1,0.0,0.0,132.6,2872.17,2410.74,461.43,UPI,Delivered,2024-09-08,2024-09-15,3.3
ORD-1031098,CUST-17580,Sophia Reddy,Female,42.0,New,Canada,British Columbia,Vancouver,Books,Fiction,Biography,2228.44,1,40.0,891.38,220.24,1557.3,1943.29,-385.99,,Delivered,2026-06-27,,4.4
ORD-1031099,CUST-32617,Priya Thomas,Male,19.0,Premium,Canada,Ontario,Toronto,Fashion,Women,Handbag,2140.49,1,5.0,107.02,228.81,2262.28,1781.3,480.98,Credit Card,Delivered,2026-06-28,2026-07-02,
ORD-1031100,CUST-11503,Emma Reddy,Female,27.0,Premium,India,Tamil Nadu,Chennai,Fashion,Footwear,Handbag,2627.54,2,10.0,525.51,95.24,4824.81,4075.12,749.69,,Delivered,2026-06-30,2026-07-02,3.5
ORD-1031101,CUST-19410,Noah Patel,Male,,Regular,Australia,Western Australia,Perth,Home & Kitchen,Furniture,Storage Box,3569.52,1,15.0,535.43,239.48,3273.57,2972.99,300.58,UPI,Delivered,2024-02-16,2024-02-22,2.8
ORD-1031102,CUST-19623,Emma Reddy,Female,36.0,Regular,India,Maharashtra,Pune,Electronics,Wearable,Smartwatch,34268.33,5,5.0,8567.08,17.11,162791.68,135866.56,26925.12,Debit Card,Delivered,2025-07-15,2025-07-21,3.5
ORD-1031103,CUST-31826,Aditya Brown,Other,,Regular,United Kingdom,England,Liverpool,Sports,Outdoor,Tennis Racket,13265.42,1,15.0,1989.81,279.45,11555.06,9966.81,1588.25,debit card,Delivered,2023-08-05,2023-08-13,4.0
ORD-1031104,CUST-14696,Saurabh Patel,Female,25.0,Premium,United States,California,Los Angeles,Grocery,Household,Rice Pack,2900.88,1,0.0,0.0,287.16,3188.04,2847.24,340.8,Cash on Delivery,Delivered,2026-05-15,2026-05-21,3.3
ORD-1031105,CUST-11500,Emma Patel,Female,46.0,Regular,United Kingdom,England,Liverpool,Home & Kitchen,Kitchen,Office Chair,2158.63,20,0.0,0.0,199.44,2358.07,1770.68,587.39,Net Banking,Delivered,2024-07-29,2024-08-02,4.0
ORD-1031106,CUST-19761,Rohan Gupta,Male,52.0,Regular,United Kingdom,England,Liverpool,Beauty,Cosmetics,Shampoo,12958.56,2,5.0,1295.86,322.55,24943.81,16716.23,8227.58,,Delivered,2023-07-06,2023-07-13,3.6
ORD-1031107,CUST-27444,Rahul Singh,Male,53.0,Regular,India,Maharashtra,Pune,Electronics,Wearable,Bluetooth Speaker,74952.98,2,10.0,14990.6,88.64,135004.0,124912.79,10091.21,Cash on Delivery,Delivered,2024-11-01,2024-11-05,4.9
ORD-1031108,CUST-16094,Priya Sharma,Male,48.0,VIP,United States,New York,New York,Electronics,Computer,Headphones,53235.08,1,15.0,7985.26,254.78,45504.6,42840.03,2664.57,,Delivered,2024-10-03,2024-10-11,
ORD-1031109,CUST-30431,Neha Thomas,Male,19.0,Premium,United Kingdom,England,London,Fashion,Footwear,Dress,783.31,5,0.0,0.0,259.04,4175.59,3483.28,692.31,Credit Card,Delivered,2024-04-02,2024-04-13,5.0
ORD-1031110,CUST-20074,Liam Singh,Female,70.0,Regular,India,West Bengal,Kolkata,Electronics,Wearable,Laptop,37454.83,2,15.0,11236.45,101.65,63774.86,69306.1,-5531.24,Cash on Delivery,Delivered,2023-12-22,2023-12-23,3.1
ORD-1031111,CUST-16148,Neha Anderson,Male,26.0,VIP,India,Karnataka,Bengaluru,Electronics,Wearable,Laptop,19263.26,4,0.0,0.0,118.52,77171.56,69250.31,7921.25,UPI,Delivered,2023-01-08,2023-01-13,4.5
ORD-1031112,CUST-13906,Priya Reddy,Male,41.0,Regular,India,Maharashtra,Pune,Grocery,Beverages,Breakfast Cereal,3143.44,1,5.0,157.17,173.17,3159.44,2715.26,444.18,Wallet,Delivered,2026-04-25,2026-04-28,3.1
ORD-1031113,CUST-25912,William Johnson,Male,28.0,Premium,India,Maharashtra,Pune,Home & Kitchen,Kitchen,Mixer,1692.83,4,5.0,338.57,78.93,6511.68,6025.61,486.07,Credit Card,Delivered,2025-11-14,2025-11-19,4.7
ORD-1031114,CUST-34933,Priya Das,Female,51.0,New,India,Maharashtra,Mumbai,Home & Kitchen,Kitchen,Bedsheet,12270.06,3,20.0,7362.04,72.53,29520.67,32539.34,-3018.67,Wallet,Delivered,2023-04-24,2023-04-29,3.1
ORD-1031115,CUST-28913,Ava Sharma,Male,28.0,Regular,India,Maharashtra,Mumbai,Fashion,Accessories,T-Shirt,6904.13,1,0.0,0.0,46.29,6950.42,5560.45,1389.97,UPI,Delivered,2024-04-25,2024-04-26,4.0
ORD-1031116,CUST-31276,Ananya Taylor,Male,22.0,Regular,Canada,Alberta,Calgary,Fashion,Accessories,T-Shirt,3784.77,2,15.0,1135.43,188.36,6622.47,6161.78,460.69,Wallet,Delivered,2026-06-05,2026-06-11,3.4
ORD-1031117,CUST-25291,Ava Thomas,Female,58.0,New,United States,New York,New York,Fashion,Footwear,Dress,7456.17,3,5.0,1118.43,337.48,21587.56,14829.84,6757.72,Debit Card,Delivered,2023-06-09,2023-06-14,2.6
ORD-1031118,CUST-14215,William Smith,Female,33.0,New,United States,New York,New York,Grocery,Food,Coffee,1415.67,3,10.0,424.7,285.89,4108.2,4146.04,-37.84,Credit Card,Delivered,2023-10-14,2023-10-20,3.8
ORD-1031119,CUST-34747,James Thomas,Male,31.0,Regular,India,West Bengal,Kolkata,Books,Non-Fiction,Textbook,1788.98,2,0.0,0.0,202.77,3780.73,3003.73,777.0,Credit Card,Returned,2024-05-23,2024-05-27,4.3
ORD-1031120,CUST-15969,Neha Sharma,Female,66.0,New,India,Maharashtra,Mumbai,Electronics,Wearable,Bluetooth Speaker,27334.68,3,10.0,8200.4,89.23,73892.87,71309.01,2583.86,UPI,Delivered,2024-09-06,2024-09-10,5.0
ORD-1031121,CUST-34848,Vivaan Taylor,Male,70.0,Regular,Australia,Victoria,Melbourne,Fashion,Men,Dress,6338.1,1,40.0,2535.24,288.23,4091.09,4632.36,-541.27,Cash on Delivery,Returned,2024-06-14,2024-06-21,3.1
ORD-1031122,CUST-16149,Ananya Smith,Male,60.0,Regular,United Kingdom,England,Liverpool,Fashion,Men,Jacket,756.15,2,25.0,378.07,214.63,1348.86,1250.86,98.0,Cash on Delivery,Delivered,2023-07-14,,3.9
ORD-1031123,CUST-13967,Kavya Gupta,,55.0,,United Kingdom,England,Manchester,Electronics,Audio,Smartwatch,47009.28,2,10.0,9401.86,300.57,84917.27,85469.59,-552.32,Wallet,Delivered,2024-10-11,2024-10-17,4.1
ORD-1031124,CUST-12037,Vivaan Reddy,Male,25.0,Regular,India,Gujarat,Ahmedabad,Fashion,Men,T-Shirt,7426.59,3,20.0,4455.95,153.39,17977.21,15681.08,2296.13,Cash on Delivery,Delivered,2025-09-09,2025-09-12,2.2
ORD-1031125,CUST-19501,Priya Smith,Male,,Premium,India,Karnataka,Bengaluru,Electronics,Mobile,Headphones,91360.55,1,30.0,27408.17,78.77,64031.15,71533.5,-7502.35,Wallet,Delivered,2024-06-15,2024-06-20,4.6
ORD-1031126,CUST-25816,William Thomas,Female,27.0,New,United States,Texas,Houston,Sports,Team Sports,Running Shoes,5492.4,2,,1098.48,331.05,10217.37,9458.56,758.81,UPI,Delivered,2026-08-02,2026-08-05,3.5
ORD-1031127,CUST-11396,Noah Smith,Male,60.0,New,United States,Illinois,Chicago,Fashion,Women,Jacket,1758.46,1,0.0,0.0,341.47,2099.93,1696.2,403.73,Credit Card,Delivered,2023-06-23,2023-06-28,4.8
ORD-1031128,CUST-31835,Liam Johnson,Male,51.0,Premium,India,Gujarat,Ahmedabad,Electronics,Audio,Headphones,51033.71,2,5.0,5103.37,99.66,97063.71,81841.74,15221.97,Net Banking,Delivered,2023-01-01,2023-01-04,5.0
ORD-1031129,CUST-26814,Priya Das,Female,40.0,Premium,India,Maharashtra,Pune,Home & Kitchen,Furniture,Cookware Set,16322.44,1,20.0,3264.49,158.96,13216.91,12845.87,371.04,Net Banking,Delivered,2026-01-17,2026-01-18,3.6
ORD-1031130,CUST-24523,Noah Wilson,Female,70.0,Regular,India,West Bengal,Kolkata,Home & Kitchen,Home Decor,Table Lamp,1050.03,1,15.0,157.5,9.02,901.55,751.15,150.4,Debit Card,Delivered,2026-06-02,2026-06-03,4.8
ORD-1031131,CUST-16942,Aisha Brown,Female,26.0,New,United States,New York,New York,Electronics,Audio,Smartwatch,92733.51,1,10.0,9273.35,195.71,83655.87,75063.13,8592.74,Credit Card,Delivered,2026-03-14,2026-03-21,3.2
ORD-1031132,CUST-24385,Ananya Patel,Female,58.0,Regular,United States,Texas,,Grocery,Food,Snacks Pack,2101.61,4,0.0,0.0,241.62,8648.06,8090.2,557.86,Debit Card,Delivered,2026-04-22,2026-04-28,5.0
ORD-1031133,CUST-30728,James Wilson,Male,39.0,New,United States,Arizona,Phoenix,Electronics,Computer,Laptop,2436.85,1,15.0,365.53,138.99,2210.31,2271.15,-60.84,Credit Card,Delivered,2023-09-12,2023-09-17,5.0
